viewer_id,region,country,age_group,subscription_type,device_type,join_date
VWR0849,APAC,South Korea,18-24,Premium,MOBILE,2020-11-04
VWR0850,NA,Japan,35-44,premium,Mobile,2021-05-20
VWR0851,Europe,Germany,45-54,Premium,Smart TV,2023-11-09
VWR0852,Europe,USA,,Basic,Smart TV,2022/04/25
VWR0853,Europe,Japan,25-34,premium,Smart TV,2020-01-30
VWR0854,EU,Germany,45-54,Premium,MOBILE,2020-05-04
VWR0855,APAC,Japan,35-44,Basic,android,07-03-2022
VWR0856,LATAM,Brazil,55+,premium,Mobile,2022-03-29
VWR0857,North America,Australia,25-34,Basic,Tablet,2020-12-31
VWR0858,Asia Pacific,South Korea,,Standard,mobile,2022-08-01
VWR0859,APAC,Brazil,,Standard,Mobile,2020-01-16
VWR0860,NA,Germany,35-44,premium,Desktop,2020-03-05
VWR0861,NA,Japan,25-34,Premium,Mobile,2023-04-24
VWR0862,Asia Pacific,India,25-34,BASIC,,2020-05-07
VWR0863,EU,Brazil,,BASIC,Tablet,2020-11-11
VWR0864,APAC,Australia,35-44,Standard,iphone,2023-07-26
VWR0865,Apac,India,,premium,Mobile,2022-06-05
VWR0866,EU,Brazil,55+,Standard,Tablet,2020-01-18
VWR0867,Apac,India,55+,Premium,MOBILE,2023-09-07
VWR0868,Asia Pacific,Brazil,,Standard,Smart TV,2021-02-14
VWR0869,Asia Pacific,Germany,45-54,Basic,MOBILE,2021-05-17
VWR0870,Europe,India,45-54,Basic,Smart TV,2021-07-11
VWR0871,EU,Brazil,25-34,Basic,Mobile,15-10-2021
VWR0872,NA,UK,18-24,premium,Tablet,2020-12-26
VWR0873,NA,UK,25-34,BASIC,MOBILE,2021-05-01
VWR0874,Asia Pacific,Germany,35-44,BASIC,mobile,2022-04-04
VWR0875,LATAM,USA,25-34,premium,Tablet,2021-12-02
VWR0876,APAC,Brazil,18-24,Basic,Mobile,2023-01-24
VWR0877,North America,Japan,25-34,Premium,Tablet,2020-04-26
VWR0878,APAC,Brazil,25-34,BASIC,MOBILE,2022-05-28
VWR0879,Apac,UK,35-44,premium,mobile,2023-01-04
VWR0880,Europe,Australia,55+,Standard,mobile,2021-11-30
VWR0881,Apac,South Korea,25-34,premium,Mobile,2023-10-22
VWR0882,EU,UK,25-34,premium,MOBILE,2022-08-23
VWR0883,APAC,India,18-24,Premium,mobile,2023-07-04
VWR0884,EU,Germany,35-44,BASIC,Tablet,2021-06-11
VWR0885,EU,UK,25-34,Premium,Tablet,2022-07-30
VWR0886,NA,Brazil,35-44,Standard,Mobile,2023-05-14
VWR0887,APAC,India,55+,Standard,iphone,2023-04-16
VWR0888,EU,Australia,18-24,BASIC,Tablet,2023-12-28
VWR0889,Apac,Japan,45-54,premium,mobile,2020-07-19
VWR0890,NA,UK,18-24,Basic,Smart TV,2023-10-24
VWR0891,Europe,Japan,18-24,Standard,Mobile,2022-01-21
VWR0892,EU,UK,45-54,Standard,Tablet,2022-05-11
VWR0893,Apac,South Korea,55+,BASIC,iphone,2022-08-04
VWR0894,APAC,USA,35-44,Premium,android,2022-12-12
VWR0895,Asia Pacific,UK,45-54,Standard,Desktop,2023-06-14
VWR0896,Asia Pacific,Germany,,BASIC,Tablet,2021-09-20
VWR0897,NA,India,45-54,Standard,Tablet,2024-02-02
VWR0898,Europe,India,35-44,Basic,,2022-12-02
VWR0899,Asia Pacific,USA,,Basic,Mobile,2023-01-27
VWR0900,LATAM,South Korea,,Basic,MOBILE,2022-05-04
VWR0901,Apac,Brazil,18-24,Standard,iphone,2020-01-30
VWR0902,Asia Pacific,Australia,25-34,Standard,iphone,2021-09-07
VWR0903,North America,Australia,25-34,BASIC,,2020-03-15
VWR0904,NA,Australia,45-54,Premium,Smart TV,2023-09-22
VWR0905,NA,South Korea,35-44,Basic,mobile,2023-03-22
VWR0906,EU,Japan,,Standard,Mobile,2023-06-03
VWR0907,North America,Brazil,25-34,Premium,,2020-07-30
VWR0908,LATAM,UK,,premium,Smart TV,2023/12/24
VWR0909,EU,UK,35-44,Premium,Desktop,2023-05-02
VWR0910,EU,India,25-34,Premium,Desktop,2022-04-24
VWR0911,LATAM,India,,BASIC,Desktop,2023-04-24
VWR0912,Apac,USA,45-54,Premium,MOBILE,2023-06-01
VWR0913,Europe,Australia,18-24,premium,,2022-01-31
VWR0914,North America,Germany,25-34,Premium,mobile,2020-07-04
VWR0915,Asia Pacific,India,25-34,premium,Mobile,2022-06-01
VWR0916,EU,India,35-44,Basic,Smart TV,2020-05-12
VWR0917,NA,Brazil,45-54,BASIC,Desktop,2021-04-08
VWR0918,LATAM,UK,55+,Premium,Desktop,2020-12-03
VWR0919,APAC,UK,18-24,Standard,Mobile,2022-05-09
VWR0920,Europe,South Korea,35-44,Basic,Tablet,2021-05-25
VWR0921,APAC,India,,premium,android,2021-10-09
VWR0922,EU,Australia,25-34,Premium,MOBILE,2020-10-21
VWR0923,NA,India,35-44,Standard,Tablet,2020-05-13
VWR0924,Apac,India,18-24,Premium,mobile,2023-11-11
VWR0925,Asia Pacific,Brazil,25-34,BASIC,Mobile,2022-12-12
VWR0926,NA,Japan,35-44,BASIC,Smart TV,2023-10-09
VWR0927,NA,South Korea,55+,Premium,MOBILE,2021-12-12
VWR0928,NA,Germany,45-54,Standard,Tablet,2023-07-19
VWR0929,APAC,UK,25-34,Standard,mobile,2023-02-19
VWR0930,Europe,Australia,25-34,Premium,,25-02-2021
VWR0931,Apac,India,18-24,Standard,MOBILE,2021-10-23
VWR0932,Asia Pacific,Australia,35-44,Basic,MOBILE,2022-10-10
VWR0933,Asia Pacific,Australia,25-34,Standard,MOBILE,2023-03-18
VWR0934,LATAM,Australia,45-54,BASIC,Mobile,2021-10-14
VWR0935,EU,Japan,45-54,Basic,Tablet,2021-12-13
VWR0936,Asia Pacific,Brazil,45-54,BASIC,Tablet,2021/09/15
VWR0937,LATAM,South Korea,25-34,Basic,mobile,13-01-2022
VWR0938,Europe,UK,55+,Standard,Tablet,2021-12-18
VWR0939,LATAM,USA,35-44,Premium,MOBILE,2023-02-03
VWR0940,NA,Japan,45-54,Premium,MOBILE,2022-10-07
VWR0941,Asia Pacific,India,25-34,premium,MOBILE,2021-03-23
VWR0942,LATAM,Germany,35-44,premium,MOBILE,2023-06-19
VWR0943,Asia Pacific,Australia,25-34,Standard,mobile,2022-05-11
VWR0944,NA,USA,18-24,Standard,mobile,2020-08-31
VWR0945,Apac,Japan,55+,Premium,,2022-05-31
VWR0946,LATAM,Brazil,18-24,Premium,Tablet,2022-05-25
VWR0947,Apac,South Korea,,Premium,MOBILE,2021-10-22
VWR0948,EU,Germany,25-34,Premium,mobile,2023-03-09
VWR0949,EU,Australia,18-24,premium,Smart TV,2022-10-24
VWR0950,EU,Germany,55+,Basic,,2020-08-22
VWR0951,APAC,Japan,18-24,BASIC,android,2022-12-04
VWR0952,LATAM,India,18-24,premium,Desktop,2020-11-22
VWR0953,North America,USA,45-54,premium,MOBILE,2022-04-11
VWR0954,Europe,USA,35-44,Basic,MOBILE,2020-01-25
VWR0955,Europe,Germany,,Standard,,2020-01-06
VWR0956,NA,USA,45-54,Standard,Desktop,2021-12-20
VWR0957,EU,UK,25-34,premium,Tablet,2023/04/30
VWR0958,Apac,Japan,35-44,BASIC,Mobile,2021-10-28
VWR0959,Europe,USA,55+,premium,Desktop,2023-09-26
VWR0960,Apac,Japan,25-34,Standard,MOBILE,2022-04-19
VWR0961,North America,India,45-54,Standard,Mobile,2021-01-05
VWR0962,NA,Japan,,BASIC,MOBILE,2021-10-02
VWR0963,EU,USA,45-54,Premium,Tablet,2022-10-17
VWR0964,Europe,Australia,,Basic,mobile,2021-09-29
VWR0965,North America,USA,35-44,Premium,mobile,2020-09-19
VWR0966,Europe,South Korea,45-54,Premium,Desktop,2023-06-17
VWR0967,EU,Japan,45-54,Premium,MOBILE,2022-09-17
VWR0968,Asia Pacific,South Korea,45-54,premium,MOBILE,2022-11-11
VWR0969,EU,UK,55+,Basic,MOBILE,2021-07-19
VWR0970,Asia Pacific,UK,25-34,Premium,Mobile,16-03-2023
VWR0971,Asia Pacific,USA,25-34,premium,iphone,2021-07-10
VWR0972,NA,India,35-44,Premium,MOBILE,2023-07-17
VWR0973,APAC,Germany,18-24,Basic,Mobile,2020-04-25
VWR0974,EU,Germany,18-24,Premium,MOBILE,2021-04-15
VWR0975,NA,UK,25-34,premium,Mobile,2023-08-09
VWR0976,LATAM,Brazil,18-24,premium,Tablet,2022-06-20
VWR0977,North America,India,35-44,BASIC,Desktop,2022-07-04
VWR0978,Apac,Japan,25-34,Premium,Mobile,2022-08-21
VWR0979,EU,Germany,25-34,Premium,Desktop,2021-09-28
VWR0980,LATAM,South Korea,35-44,premium,MOBILE,2020-06-01
VWR0981,North America,India,35-44,Basic,Tablet,2022-09-03
VWR0982,North America,Australia,35-44,BASIC,MOBILE,2020/06/30
VWR0983,APAC,India,18-24,Premium,MOBILE,2021-12-13
VWR0984,Apac,USA,,Basic,iphone,2021-02-04
VWR0985,APAC,Japan,55+,Premium,mobile,2024-01-20
VWR0986,NA,USA,,BASIC,Desktop,2021-01-01
VWR0987,NA,USA,45-54,Basic,Mobile,2023-02-25
VWR0988,NA,Brazil,18-24,Premium,Desktop,2021-06-22
VWR0989,LATAM,Germany,18-24,Standard,Smart TV,2021-12-26
VWR0990,LATAM,Australia,25-34,Premium,Smart TV,2023-02-07
VWR0991,Europe,India,45-54,premium,Smart TV,2021-04-13
VWR0992,Apac,India,45-54,Premium,Smart TV,2020-10-15
VWR0993,LATAM,USA,25-34,Standard,Mobile,2023-03-01
VWR0994,Asia Pacific,Japan,45-54,Premium,MOBILE,2022-06-16
VWR0995,Asia Pacific,UK,55+,Basic,mobile,2021-09-14
VWR0996,Europe,Japan,,Premium,Tablet,2023-01-27
VWR0997,Asia Pacific,Brazil,25-34,Premium,Mobile,2022-02-28
VWR0998,NA,Japan,,Basic,,2023/03/28
VWR0999,NA,Brazil,35-44,BASIC,Tablet,01-01-2024
VWR1000,Asia Pacific,Brazil,,Basic,iphone,2020-02-24
VWR1001,Europe,India,55+,Basic,Desktop,2021-07-30
VWR1002,Europe,Germany,35-44,premium,Tablet,2021-06-30
VWR1003,APAC,Germany,18-24,Premium,MOBILE,2020-09-16
VWR1004,EU,Japan,35-44,Standard,Mobile,2022-11-15
VWR1005,APAC,South Korea,18-24,Premium,android,2023-10-02
VWR1006,Europe,USA,25-34,BASIC,mobile,2020-04-23
VWR1007,Apac,Brazil,,Premium,mobile,2023-09-13
VWR1008,APAC,South Korea,35-44,premium,mobile,2022-11-25
VWR1009,LATAM,Australia,25-34,Premium,MOBILE,2021-02-01
VWR1010,NA,South Korea,,Premium,Tablet,2023-07-22
VWR1011,North America,UK,18-24,premium,,2022-01-15
VWR1012,APAC,South Korea,45-54,Basic,MOBILE,2020-12-05
VWR1013,NA,Germany,45-54,Standard,Smart TV,2023-07-07
VWR1014,Apac,Australia,45-54,Standard,Mobile,2024-01-13
VWR1015,APAC,Japan,35-44,Basic,Desktop,13-08-2023
VWR1016,Europe,UK,25-34,premium,Desktop,2022-06-11
VWR1017,Apac,UK,55+,Basic,android,2023-07-20
VWR1018,Asia Pacific,India,25-34,Premium,Mobile,2023-12-06
VWR1019,North America,Germany,,Standard,MOBILE,2021-02-23
VWR1020,Asia Pacific,Japan,45-54,Standard,MOBILE,2021-09-20
VWR1021,Apac,Brazil,45-54,BASIC,android,2022-03-06
VWR1022,Apac,South Korea,18-24,premium,iphone,2022-01-11
VWR1023,APAC,Australia,25-34,Premium,Mobile,2022-07-19
VWR1024,Apac,India,55+,Standard,mobile,2023-11-19
VWR1025,North America,Brazil,25-34,BASIC,Tablet,2020-08-22
VWR1026,North America,Germany,18-24,Standard,Desktop,2023-03-06
VWR1027,North America,Germany,55+,Premium,,2021-04-20
VWR1028,Europe,UK,25-34,Basic,mobile,2020-08-21
VWR1029,Apac,India,18-24,Basic,MOBILE,2023-01-22
VWR1030,Asia Pacific,India,35-44,Standard,mobile,2020-05-08
VWR1031,APAC,Japan,18-24,Basic,MOBILE,2021-05-06
VWR1032,North America,Germany,35-44,premium,Desktop,2020-04-05
VWR1033,EU,India,18-24,BASIC,,2022-11-16
VWR1034,Asia Pacific,Germany,18-24,BASIC,mobile,2023-02-21
VWR1035,Apac,Germany,55+,BASIC,android,2020-11-21
VWR1036,North America,USA,25-34,Standard,Mobile,2020-03-02
VWR1037,Apac,UK,45-54,Standard,MOBILE,2020-07-09
VWR1038,NA,Japan,55+,Basic,Tablet,2022-08-22
VWR1039,Europe,Brazil,18-24,Standard,Tablet,2021-08-03
VWR1040,North America,USA,35-44,Basic,MOBILE,2023-12-27
VWR1041,Europe,UK,45-54,Premium,Desktop,2023-12-13
VWR1042,North America,UK,45-54,premium,MOBILE,2021-01-24
VWR1043,LATAM,USA,25-34,Basic,Desktop,2023-07-23
VWR1044,North America,Brazil,55+,Premium,,2020-04-29
VWR1045,LATAM,South Korea,55+,Premium,mobile,2023-10-21
VWR1046,North America,Australia,45-54,BASIC,,2021-03-12
VWR1047,Apac,Australia,,Standard,Tablet,2022-03-24
VWR1048,Europe,Japan,35-44,BASIC,Smart TV,28-07-2023
VWR1049,APAC,Japan,55+,Basic,mobile,2020/10/24
VWR1050,Europe,Brazil,35-44,Premium,Smart TV,2022-02-22
VWR1051,Europe,Australia,18-24,BASIC,Desktop,2024-01-25
VWR1052,APAC,USA,18-24,Basic,mobile,2020/01/31
VWR1053,EU,India,25-34,Basic,Smart TV,2023-05-11
VWR1054,LATAM,Brazil,55+,BASIC,,2022-06-27
VWR1055,EU,USA,35-44,BASIC,mobile,2020-12-19
VWR1056,Apac,USA,,Premium,MOBILE,2020-03-07
VWR1057,APAC,UK,35-44,Standard,Mobile,13-06-2020
VWR1058,NA,India,25-34,Premium,Mobile,2023-06-04
VWR1059,LATAM,USA,18-24,Premium,Smart TV,2022-05-08
VWR1060,LATAM,USA,55+,premium,Tablet,2020-03-29
VWR1061,Apac,South Korea,55+,Standard,Mobile,2022-10-16
VWR1062,APAC,South Korea,55+,BASIC,android,2020-09-26
VWR1063,Asia Pacific,Australia,55+,Standard,mobile,2024-01-30
VWR1064,Europe,Australia,45-54,premium,Desktop,2023-05-04
VWR1065,APAC,India,,Standard,MOBILE,2022-09-15
VWR1066,Europe,Australia,35-44,Premium,Mobile,2020-10-31
VWR1067,Apac,Germany,18-24,premium,MOBILE,2023-02-19
VWR1068,Asia Pacific,USA,45-54,premium,Tablet,2021-10-23
VWR1069,LATAM,Brazil,35-44,Basic,Tablet,2020-08-26
VWR1070,Asia Pacific,India,18-24,BASIC,iphone,2021-05-27
VWR1071,APAC,Japan,18-24,premium,mobile,2021-11-25
VWR1072,Europe,India,18-24,Premium,,2022-09-24
VWR1073,Asia Pacific,Australia,45-54,BASIC,android,2021-03-19
VWR1074,Europe,Australia,45-54,BASIC,Tablet,2021-09-12
VWR1075,APAC,South Korea,45-54,premium,Mobile,2021-10-28
VWR1076,EU,Germany,18-24,BASIC,Tablet,2020-05-18
VWR1077,Asia Pacific,South Korea,45-54,BASIC,MOBILE,2021-11-19
VWR1078,LATAM,Australia,45-54,Standard,Tablet,2022-02-11
VWR1079,Apac,Australia,55+,Standard,iphone,2022-07-09
VWR1080,Asia Pacific,Brazil,35-44,BASIC,Desktop,2020-08-02
VWR1081,Asia Pacific,India,35-44,Premium,android,2020-12-09
VWR1082,APAC,Japan,18-24,Premium,android,2021-02-16
VWR1083,North America,Australia,,Premium,Tablet,15-09-2020
VWR1084,APAC,USA,35-44,Premium,MOBILE,2023-07-29
VWR1085,NA,Australia,35-44,BASIC,Desktop,2020-04-11
VWR1086,Europe,USA,25-34,Basic,Mobile,2022-04-24
VWR1087,NA,Brazil,,Premium,Smart TV,2020-11-02
VWR1088,EU,India,,BASIC,mobile,2020-05-11
VWR1089,APAC,UK,45-54,Premium,mobile,2021-02-10
VWR1090,Asia Pacific,USA,45-54,Basic,iphone,2022-01-24
VWR1091,Apac,Brazil,35-44,Premium,Desktop,2021-06-26
VWR1092,Europe,Australia,25-34,Basic,MOBILE,2022-08-04
VWR1093,APAC,Australia,45-54,Basic,Mobile,2023-10-24
VWR1094,Europe,Australia,45-54,BASIC,,2022-12-09
VWR1095,APAC,Japan,55+,premium,MOBILE,2020-05-29
VWR1096,Europe,Germany,25-34,BASIC,Tablet,2022/05/12
VWR1097,NA,USA,35-44,BASIC,MOBILE,2023-11-14
VWR1098,LATAM,USA,25-34,Standard,mobile,2021-03-31
VWR1099,Europe,India,25-34,BASIC,Mobile,2021-12-25
VWR1100,NA,India,18-24,premium,,2022-07-25
VWR1101,EU,UK,,BASIC,Smart TV,2021-11-11
VWR1102,APAC,India,,Standard,MOBILE,2020-06-06
VWR1103,APAC,Brazil,18-24,BASIC,iphone,2021-08-12
VWR1104,LATAM,USA,35-44,BASIC,Desktop,2024-01-28
VWR1105,North America,Brazil,35-44,Standard,MOBILE,2021-05-03
VWR1106,NA,Germany,35-44,Basic,Tablet,2021-06-17
VWR1107,Apac,UK,,Basic,android,2023-10-26
VWR1108,LATAM,Brazil,55+,Standard,mobile,2023-03-08
VWR1109,Asia Pacific,Germany,45-54,BASIC,Desktop,2020-07-16
VWR1110,Asia Pacific,Japan,35-44,Basic,iphone,2023-04-20
VWR1111,Apac,India,,premium,iphone,2023-05-22
VWR1112,Europe,USA,25-34,premium,MOBILE,02-07-2021
VWR1113,Europe,India,25-34,Premium,,2021-02-20
VWR1114,EU,India,25-34,Standard,,2023-09-07
VWR1115,North America,Brazil,35-44,Standard,Desktop,2021-06-25
VWR1116,Asia Pacific,South Korea,55+,Basic,iphone,2023-11-16
VWR1117,Asia Pacific,South Korea,55+,BASIC,MOBILE,2022-07-17
VWR1118,LATAM,UK,45-54,premium,Desktop,2023-09-05
VWR1119,LATAM,Australia,,Premium,Tablet,2022-12-29
VWR1120,APAC,UK,,premium,Desktop,2023-02-11
VWR1121,Asia Pacific,Australia,45-54,BASIC,iphone,2023-03-21
VWR1122,North America,Japan,,Premium,Tablet,2023-10-11
VWR1123,Europe,South Korea,55+,Premium,Mobile,2022-08-13
VWR1124,Asia Pacific,Australia,45-54,BASIC,android,2022-10-25
VWR1125,EU,Australia,55+,Standard,Mobile,2021-04-15
VWR1126,Apac,UK,,Premium,android,2022-05-18
VWR1127,North America,Brazil,55+,Standard,,2022/06/14
VWR1128,APAC,USA,18-24,Standard,,2020-02-27
VWR1129,Apac,India,55+,Standard,mobile,2024-02-05
VWR1130,NA,UK,25-34,Basic,Desktop,2023-07-12
VWR1131,Apac,Brazil,55+,Premium,mobile,31-08-2022
VWR1132,EU,Australia,18-24,Premium,Tablet,2022-02-28
VWR1133,LATAM,Brazil,18-24,Standard,Desktop,2023-12-06
VWR1134,Europe,Japan,25-34,Basic,Mobile,2022-01-19
VWR1135,Europe,Japan,25-34,Standard,Tablet,2020-10-18
VWR1136,Asia Pacific,USA,55+,Basic,mobile,2023-08-14
VWR1137,EU,UK,55+,premium,Tablet,2022-10-26
VWR1138,EU,Japan,25-34,Basic,Tablet,2020-10-27
VWR1139,EU,UK,,Premium,,2022-09-10
VWR1140,NA,UK,45-54,Standard,Mobile,2020-03-24
VWR1141,NA,USA,45-54,Premium,Mobile,2021-04-01
VWR1142,LATAM,South Korea,,Basic,mobile,2023-09-19
VWR1143,North America,Germany,25-34,premium,mobile,2023-03-09
VWR1144,Apac,Australia,18-24,premium,mobile,2022-01-21
VWR1145,APAC,South Korea,25-34,premium,android,2023-01-23
VWR1146,LATAM,Japan,55+,BASIC,,2023-08-23
VWR1147,Asia Pacific,Australia,25-34,Premium,mobile,2023-10-20
VWR1148,Apac,South Korea,55+,Standard,Desktop,2022-02-11
VWR1149,Apac,India,25-34,Premium,mobile,2022-11-22
VWR1150,North America,USA,45-54,Premium,Mobile,2023-07-25
VWR1151,APAC,South Korea,35-44,BASIC,Mobile,2020-10-19
VWR1152,North America,UK,35-44,Standard,,2022-10-24
VWR1153,Asia Pacific,India,,BASIC,Mobile,2020/08/23
VWR1154,North America,USA,,premium,MOBILE,24-10-2023
VWR1155,North America,Japan,35-44,BASIC,Smart TV,2021-08-17
VWR1156,NA,Germany,45-54,premium,MOBILE,2020-08-21
VWR1157,APAC,Australia,18-24,premium,mobile,2020-06-01
VWR1158,Apac,Australia,55+,Basic,mobile,2022-02-17
VWR1159,NA,Brazil,55+,Standard,Desktop,2021-12-23
VWR1160,Europe,UK,35-44,Basic,mobile,2020-02-28
VWR1161,North America,Germany,18-24,Premium,Smart TV,2022-08-22
VWR1162,North America,Australia,45-54,Standard,Tablet,2023-11-28
VWR1163,Asia Pacific,Japan,35-44,premium,Mobile,2020-04-05
VWR1164,Apac,Australia,45-54,Standard,Mobile,2023-01-17
VWR1165,APAC,Brazil,45-54,premium,android,2022-03-26
VWR1166,North America,India,35-44,Standard,Tablet,2021-07-07
VWR1167,Europe,India,45-54,Premium,MOBILE,2023-06-13
VWR1168,EU,Japan,55+,premium,,2020-08-19
VWR1169,Europe,Germany,25-34,premium,Smart TV,2020-07-11
VWR1170,Asia Pacific,Germany,35-44,Basic,Mobile,2024-01-05
VWR1171,Europe,Germany,,Basic,Tablet,2022-09-12
VWR1172,NA,Germany,55+,Premium,mobile,2020-08-03
VWR1173,APAC,Germany,18-24,premium,iphone,2021-04-06
VWR1174,EU,India,35-44,BASIC,MOBILE,17-05-2023
VWR1175,EU,USA,55+,premium,Tablet,2022-11-07
VWR1176,NA,Germany,18-24,Standard,MOBILE,2020-01-04
VWR1177,Apac,India,35-44,premium,android,2022-09-30
VWR1178,APAC,South Korea,18-24,Premium,mobile,2020-07-07
VWR1179,Asia Pacific,Japan,45-54,premium,iphone,2021-07-06
VWR1180,APAC,India,,Premium,android,2024-02-09
VWR1181,EU,Germany,35-44,BASIC,Smart TV,2024-02-04
VWR1182,NA,USA,25-34,Premium,Mobile,2022/10/25
VWR1183,Asia Pacific,Japan,45-54,premium,Mobile,2021-07-05
VWR1184,North America,South Korea,35-44,Premium,Mobile,2021-06-27
VWR1185,Europe,Australia,25-34,Standard,Smart TV,04-07-2021
VWR1186,NA,USA,55+,BASIC,mobile,2020-11-09
VWR1187,Europe,Japan,25-34,Standard,Smart TV,2020-01-07
VWR1188,LATAM,South Korea,,Basic,Desktop,2022-10-06
VWR1189,APAC,Germany,55+,Premium,mobile,2022-09-22
VWR1190,North America,Brazil,55+,Premium,Desktop,2023-03-04
VWR1191,Europe,USA,25-34,Basic,MOBILE,2022-05-10
VWR1192,North America,Australia,45-54,Basic,Smart TV,2023-02-14
VWR1193,EU,Japan,55+,Standard,Smart TV,2020-12-07
VWR1194,NA,USA,18-24,Standard,Tablet,2023-03-03
VWR1195,Apac,Australia,45-54,BASIC,Mobile,2021-07-21
VWR1196,Europe,Australia,45-54,premium,,2023-08-04
VWR1197,LATAM,USA,,Standard,mobile,2022-12-01
VWR1198,NA,Brazil,45-54,Basic,Smart TV,2022-07-05
VWR1199,Asia Pacific,UK,18-24,premium,MOBILE,2023-07-31
VWR1200,North America,Germany,,premium,Smart TV,2022-04-13
VWR1201,Asia Pacific,Australia,18-24,BASIC,MOBILE,2020-03-26
VWR1202,LATAM,Germany,45-54,BASIC,Smart TV,2024-01-06
VWR1203,EU,Japan,,Premium,,2020-04-01
VWR1204,Asia Pacific,Brazil,25-34,premium,android,2020-12-21
VWR1205,Asia Pacific,India,55+,Standard,Mobile,2023-07-22
VWR1206,NA,Germany,35-44,Basic,mobile,2022-01-28
VWR1207,APAC,Australia,25-34,Standard,Mobile,2022-05-11
VWR1208,Europe,UK,35-44,Standard,Smart TV,2020-01-16
VWR1209,North America,Japan,45-54,Premium,MOBILE,2020-07-04
VWR1210,NA,UK,18-24,Basic,Desktop,2020-05-27
VWR1211,EU,Japan,35-44,Standard,Smart TV,15-02-2020
VWR1212,Apac,Germany,35-44,premium,Tablet,2021-05-21
VWR1213,Asia Pacific,Brazil,25-34,Standard,MOBILE,2020-08-08
VWR1214,EU,UK,,BASIC,mobile,2020-01-03
VWR1215,NA,Australia,45-54,BASIC,MOBILE,2023-04-09
VWR1216,EU,Australia,25-34,Basic,Mobile,2023-07-26
VWR1217,Europe,Japan,35-44,premium,Mobile,2022-11-26
VWR1218,Europe,Australia,18-24,Premium,MOBILE,2022-12-09
VWR1219,LATAM,Australia,18-24,premium,Mobile,2022-03-15
VWR1220,APAC,Brazil,55+,premium,mobile,2022-06-06
VWR1221,North America,USA,25-34,Premium,MOBILE,2023-08-16
VWR1222,EU,UK,25-34,BASIC,Desktop,2020-07-16
VWR1223,Apac,South Korea,35-44,Basic,Mobile,2023-07-24
VWR1224,Asia Pacific,South Korea,18-24,Basic,MOBILE,2023-02-09
VWR1225,Apac,Australia,55+,Premium,MOBILE,2022-04-08
VWR1226,EU,India,25-34,Basic,Tablet,2021-03-03
VWR1227,APAC,Brazil,18-24,premium,Desktop,2023-12-11
VWR1228,NA,Brazil,55+,Standard,Desktop,2023-02-03
VWR1229,North America,South Korea,25-34,Premium,Mobile,2021-10-19
VWR1230,EU,India,35-44,Standard,mobile,11-08-2021
VWR1231,Apac,Japan,18-24,Standard,android,2021-05-26
VWR1232,Europe,Germany,18-24,premium,Tablet,2020-06-07
VWR1233,North America,Germany,25-34,Standard,Desktop,2021-06-02
VWR1234,Europe,USA,55+,premium,Smart TV,2021-02-11
VWR1235,Europe,USA,55+,premium,Tablet,2020-09-17
VWR1236,Apac,Australia,45-54,premium,iphone,2023-02-23
VWR1237,North America,USA,18-24,Basic,Tablet,2022-06-29
VWR1238,North America,Germany,35-44,BASIC,Tablet,2022-06-30
VWR1239,EU,South Korea,55+,BASIC,Smart TV,2024-02-01
VWR1240,North America,South Korea,18-24,BASIC,mobile,2021-08-16
VWR1241,Asia Pacific,South Korea,,BASIC,Mobile,2023-01-19
VWR1242,Apac,India,18-24,BASIC,Mobile,2022-06-02
VWR1243,Apac,South Korea,18-24,BASIC,Desktop,2022-04-28
VWR1244,Asia Pacific,Australia,25-34,BASIC,android,2023-06-22
VWR1245,APAC,UK,35-44,premium,android,16-05-2023
VWR1246,APAC,Brazil,18-24,Basic,iphone,2021-07-16
VWR1247,Apac,India,45-54,BASIC,MOBILE,2021/11/08
VWR1248,LATAM,India,45-54,Premium,MOBILE,2023-08-01
VWR1249,EU,Brazil,55+,premium,,2021-05-29
VWR1250,APAC,Japan,45-54,BASIC,mobile,21-03-2022
VWR1251,EU,UK,25-34,Basic,Smart TV,2020/03/07
VWR1252,Europe,UK,45-54,premium,MOBILE,2021-12-13
VWR1253,Asia Pacific,South Korea,35-44,BASIC,Mobile,2021-06-06
VWR1254,APAC,Japan,35-44,Basic,android,2022-06-25
VWR1255,Europe,Brazil,55+,premium,Tablet,2024-01-31
VWR1256,Europe,USA,,Basic,mobile,2022-06-29
VWR1257,North America,USA,35-44,Standard,mobile,2020-07-05
VWR1258,Asia Pacific,Germany,35-44,Premium,Mobile,2022-11-06
VWR1259,North America,UK,55+,BASIC,MOBILE,2024-01-10
VWR1260,EU,Japan,25-34,premium,Mobile,2023-11-05
VWR1261,Europe,Germany,25-34,Basic,Mobile,2023-08-02
VWR1262,Apac,UK,,Standard,iphone,2022-06-03
VWR1263,Europe,Australia,35-44,BASIC,Mobile,2022-08-06
VWR1264,North America,Australia,,BASIC,,2021-10-05
VWR1265,APAC,South Korea,18-24,Standard,MOBILE,2021-04-02
VWR1266,NA,South Korea,25-34,Basic,Mobile,2022-03-31
VWR1267,EU,South Korea,45-54,Standard,Mobile,2020-07-15
VWR1268,North America,Germany,35-44,Basic,Tablet,2020-08-29
VWR1269,Asia Pacific,USA,35-44,premium,Mobile,2022-01-11
VWR1270,LATAM,UK,55+,BASIC,mobile,2022-04-06
