review_id,viewer_id,movie_id,rating,review_text,sentiment,review_date
REV0743,VWR1270,MOV001,3,love it,Neutral,2025-03-22
REV0744,VWR0894,MOV010,3,音楽 was good,Neutral,2025-03-24
REV0745,VWR1025,MOV027,5,idk why people like this,Positive,2025-01-01
REV0746,VWR0103,MOV015,5,ending felt rushed tbh,Positive,2025-04-19
REV0747,VWR0223,MOV035,2,音楽 was good,Negative,2025-08-12
REV0748,VWR0613,MOV040,1,why is the app crashing?,Negative,2025-04-21
REV0749,VWR0463,MOV035,3,so good!,Neutral,2025-09-09
REV0750,VWR0342,MOV058,3,subtitles broken again,Neutral,2025-02-18
REV0751,VWR0841,MOV055,4,terrible pacing ngl,Positive,2025-12-16
REV0752,VWR0616,MOV031,4,terrible pacing ngl,Positive,2025-05-04
REV0753,VWR0825,MOV014,4,so good!,Positive,2025-07-28
REV0754,VWR0453,MOV051,2,terrible pacing ngl,Negative,2025-10-31
REV0755,VWR0615,MOV049,3,terrible pacing ngl,Neutral,2025-09-07
REV0756,VWR0990,MOV034,2,so good!,negative,2025-11-15
REV0757,VWR0195,MOV029,4,galaxy burn is the best thing ever 💯,Positive,2025-02-05
REV0758,VWR0709,MOV048,1,音楽 was good,Negative,2025-06-19
REV0759,VWR0377,MOV009,2,,Negative,2025-09-17
REV0760,VWR1164,MOV018,3,why is the app crashing?,Neutral,2025-08-12
REV0761,VWR1409,MOV059,5,idk why people like this,Positive,2025-03-04
REV0762,VWR0233,MOV053,5,idk why people like this,Positive,2025-01-30
REV0763,VWR0720,MOV039,1,why is the app crashing?,Negative,2025-05-02
REV0764,VWR0531,MOV043,1,meh,Negative,2025-05-19
REV0765,VWR0939,MOV024,4,ending felt rushed tbh,Positive,2025-11-07
REV0766,VWR0002,MOV051,5,why is the app crashing?,Positive,2025-07-17
REV0767,VWR0028,MOV045,5,terrible pacing ngl,Positive,2025-05-20
REV0768,VWR0309,MOV050,5,ending felt rushed tbh,Positive,2025-01-08
REV0769,VWR0830,MOV024,3,meh,neutral,2025-02-13
REV0770,VWR0171,MOV045,3,idk why people like this,Neutral,2025-04-16
REV0771,VWR1404,MOV039,3,galaxy burn is the best thing ever 💯,Neutral,2025-03-02
REV0772,VWR1361,MOV014,2,,Negative,2025-11-25
REV0773,VWR1043,MOV041,1,why is the app crashing?,Negative,2025-02-26
REV0774,VWR0213,MOV039,2,galaxy burn is the best thing ever 💯,Negative,2025-11-27
REV0775,VWR0701,MOV049,1,subtitles broken again,Negative,2025-12-12
REV0776,VWR1388,MOV040,3,THIS SHOW IS INSANE 🔥,Neutral,2025-07-20
REV0777,VWR1451,MOV036,2,idk why people like this,negative,2025-06-16
REV0778,VWR1257,MOV023,4,why is the app crashing?,Positive,2025-08-20
REV0779,VWR0156,MOV043,3,subtitles broken again,Neutral,2025-03-08
REV0780,VWR0533,MOV027,2,THIS SHOW IS INSANE 🔥,Negative,2025-07-24
REV0781,VWR0831,MOV022,5,terrible pacing ngl,Positive,2025-06-29
REV0782,VWR0099,MOV004,2,galaxy burn is the best thing ever 💯,Negative,2025-05-30
REV0783,VWR1207,MOV025,1,ending felt rushed tbh,negative,2025-01-29
REV0784,VWR0372,MOV018,4,meh,Positive,2025-07-29
REV0785,VWR0335,MOV009,2,THIS SHOW IS INSANE 🔥,Negative,2025-10-28
REV0786,VWR0305,MOV011,4,why is the app crashing?,positive,2025-07-18
REV0787,VWR0657,MOV037,2,so good!,Negative,2025-03-12
REV0788,VWR0964,MOV044,2,meh,Negative,2025-02-04
REV0789,VWR0378,MOV038,3,ending felt rushed tbh,Neutral,2025-04-28
REV0790,VWR0490,MOV022,3,terrible pacing ngl,Neutral,2025-10-11
REV0791,VWR1056,MOV056,2,terrible pacing ngl,Negative,2025-08-13
REV0792,VWR1062,MOV048,3,音楽 was good,Neutral,2025-10-19
REV0793,VWR0421,MOV042,2,terrible pacing ngl,Negative,2025-03-16
REV0794,VWR1018,MOV041,2,NULL,Negative,2025-04-09
REV0795,VWR0357,MOV051,5,so good!,Positive,2025-05-25
REV0796,VWR0619,MOV009,5,terrible pacing ngl,positive,2025-11-27
REV0797,VWR0317,MOV024,1,terrible pacing ngl,Negative,2025-05-31
REV0798,VWR1140,MOV052,1,subtitles broken again,Negative,2025-03-01
REV0799,VWR0609,MOV048,4,音楽 was good,Positive,2025-02-03
REV0800,VWR0317,MOV054,4,why is the app crashing?,Positive,2025-06-12
REV0801,VWR0207,MOV054,1,音楽 was good,Negative,2025-11-23
REV0802,VWR0549,MOV049,5,why is the app crashing?,Positive,2025-08-18
REV0803,VWR0086,MOV060,1,音楽 was good,Negative,2025-06-23
REV0804,VWR1267,MOV012,1,love it,Negative,2025-09-17
REV0805,VWR1270,MOV059,4,why is the app crashing?,Positive,2025-01-01
REV0806,VWR1368,MOV044,2,音楽 was good,Negative,2025-02-14
REV0807,VWR0007,MOV034,2,so good!,Negative,2025-06-09
REV0808,VWR0261,MOV036,1,meh,Negative,2025-01-31
REV0809,VWR0604,MOV027,3,ending felt rushed tbh,Neutral,2025-06-09
REV0810,VWR0523,MOV040,3,THIS SHOW IS INSANE 🔥,neutral,2025-07-11
REV0811,VWR1340,MOV021,4,meh,Positive,2025-12-19
REV0812,VWR0049,MOV021,3,idk why people like this,Neutral,2025-10-23
REV0813,VWR1438,MOV007,4,idk why people like this,Positive,2025-04-20
REV0814,VWR1013,MOV015,3,idk why people like this,Neutral,2025-06-05
REV0815,VWR1085,MOV029,2,why is the app crashing?,Negative,2025-09-12
REV0816,VWR0775,MOV057,2,,negative,2025-10-02
REV0817,VWR0453,MOV036,5,galaxy burn is the best thing ever 💯,Positive,2025-11-13
REV0818,VWR0986,MOV054,3,NULL,Neutral,2025-12-30
REV0819,VWR0031,MOV028,3,terrible pacing ngl,Neutral,2025-07-26
REV0820,VWR0695,MOV001,4,so good!,Positive,2025-02-04
REV0821,VWR0943,MOV029,4,why is the app crashing?,Positive,2025-12-24
REV0822,VWR1428,MOV048,1,galaxy burn is the best thing ever 💯,Negative,2025-02-18
REV0823,VWR0560,MOV016,5,love it,Positive,2025-07-26
REV0824,VWR0728,MOV018,4,why is the app crashing?,Positive,2025-01-28
REV0825,VWR1014,MOV020,4,love it,Positive,2025-11-26
REV0826,VWR0671,MOV060,2,ending felt rushed tbh,negative,2025-01-04
REV0827,VWR0895,MOV009,3,love it,neutral,2025-01-28
REV0828,VWR0050,MOV002,4,THIS SHOW IS INSANE 🔥,Positive,2025-03-30
REV0829,VWR0470,MOV017,5,so good!,Positive,2025-03-23
REV0830,VWR1438,MOV056,5,音楽 was good,Positive,2025-03-31
REV0831,VWR1312,MOV018,5,ending felt rushed tbh,Positive,2025-09-15
REV0832,VWR0880,MOV049,5,,Positive,2025-09-25
REV0833,VWR1434,MOV010,3,subtitles broken again,Neutral,2025-04-01
REV0834,VWR0868,MOV039,4,,Positive,2025-09-11
REV0835,VWR1410,MOV043,4,THIS SHOW IS INSANE 🔥,Positive,2025-10-04
REV0836,VWR0313,MOV050,5,why is the app crashing?,Positive,2025-07-29
REV0837,VWR1159,MOV048,1,love it,Negative,2025-08-06
REV0838,VWR0519,MOV032,1,THIS SHOW IS INSANE 🔥,Negative,2025-06-22
REV0839,VWR1225,MOV006,1,idk why people like this,Negative,2025-06-26
REV0840,VWR0874,MOV046,3,subtitles broken again,Neutral,2025-12-31
REV0841,VWR0334,MOV016,5,meh,Positive,2025-09-17
REV0842,VWR0473,MOV019,2,love it,Negative,2025-07-01
REV0843,VWR0033,MOV012,4,terrible pacing ngl,Positive,2025-10-17
REV0844,VWR1325,MOV059,1,why is the app crashing?,Negative,2025-08-20
REV0845,VWR0118,MOV035,5,音楽 was good,Positive,2025-07-08
REV0846,VWR1277,MOV050,3,subtitles broken again,Neutral,2025-12-10
REV0847,VWR0667,MOV039,3,galaxy burn is the best thing ever 💯,Neutral,2025-11-05
REV0848,VWR0505,MOV007,3,idk why people like this,Neutral,2025-08-19
REV0849,VWR0622,MOV009,3,THIS SHOW IS INSANE 🔥,Neutral,2025-01-09
REV0850,VWR1119,MOV020,1,meh,Negative,2025-09-21
REV0851,VWR0884,MOV016,4,ending felt rushed tbh,Positive,2025-10-26
REV0852,VWR0239,MOV035,3,idk why people like this,Neutral,2025-09-15
REV0853,VWR1026,MOV031,2,ERROR_EXPORT_ROW,Negative,2025-01-20
REV0854,VWR0376,MOV044,4,galaxy burn is the best thing ever 💯,positive,2025-02-19
REV0855,VWR1276,MOV047,2,so good!,Negative,2025-05-05
REV0856,VWR0343,MOV040,5,,Positive,2025-07-19
REV0857,VWR0518,MOV010,3,galaxy burn is the best thing ever 💯,Neutral,2025-06-18
REV0858,VWR0696,MOV005,1,so good!,Negative,2025-06-16
REV0859,VWR0152,MOV002,2,why is the app crashing?,Negative,2025-05-07
REV0860,VWR0474,MOV018,3,why is the app crashing?,neutral,2025-09-09
REV0861,VWR1422,MOV051,4,terrible pacing ngl,Positive,2025-12-28
REV0862,VWR0036,MOV048,4,subtitles broken again,Positive,2025-07-28
REV0863,VWR0299,MOV025,1,galaxy burn is the best thing ever 💯,negative,2025-12-14
REV0864,VWR0878,MOV055,1,meh,Negative,2025-06-13
REV0865,VWR0035,MOV021,2,terrible pacing ngl,negative,2025-10-15
REV0866,VWR0609,MOV001,1,terrible pacing ngl,Negative,2025-03-05
REV0867,VWR0387,MOV009,4,,Positive,2025-08-12
REV0868,VWR0658,MOV016,2,音楽 was good,Negative,2025-05-16
REV0869,VWR0464,MOV018,5,THIS SHOW IS INSANE 🔥,Positive,2025-04-21
REV0870,VWR0744,MOV008,5,terrible pacing ngl,Positive,2025-05-17
REV0871,VWR0815,MOV001,4,galaxy burn is the best thing ever 💯,Positive,2025-02-18
REV0872,VWR1114,MOV016,3,terrible pacing ngl,Neutral,2025-08-30
REV0873,VWR0068,MOV017,4,音楽 was good,Positive,2025-01-29
REV0874,VWR0317,MOV001,5,idk why people like this,Positive,2025-09-21
REV0875,VWR1144,MOV044,4,idk why people like this,Positive,2025-05-07
REV0876,VWR1313,MOV046,2,terrible pacing ngl,Negative,2025-08-14
REV0877,VWR0456,MOV055,5,ending felt rushed tbh,Positive,2025-02-06
REV0878,VWR1046,MOV028,1,subtitles broken again,negative,2025-09-06
REV0879,VWR1125,MOV013,3,subtitles broken again,Neutral,2025-01-09
REV0880,VWR0986,MOV022,4,THIS SHOW IS INSANE 🔥,Positive,2025-11-30
REV0881,VWR0713,MOV041,1,galaxy burn is the best thing ever 💯,Negative,2025-04-28
REV0882,VWR0797,MOV022,2,subtitles broken again,Negative,2025-07-13
REV0883,VWR0951,MOV031,1,why is the app crashing?,Negative,2025-07-11
REV0884,VWR0090,MOV060,4,idk why people like this,positive,2025-11-10
REV0885,VWR0687,MOV025,2,subtitles broken again,Negative,2025-09-27
REV0886,VWR0036,MOV048,2,音楽 was good,Negative,2025-08-16
REV0887,VWR1036,MOV048,1,idk why people like this,negative,2025-09-09
REV0888,VWR1407,MOV002,2,meh,Negative,2025-08-20
REV0889,VWR0704,MOV001,5,why is the app crashing?,Positive,2025-01-29
REV0890,VWR0074,MOV007,1,why is the app crashing?,Negative,2025-06-24
REV0891,VWR0894,MOV009,2,THIS SHOW IS INSANE 🔥,Negative,2025-04-06
REV0892,VWR1254,MOV045,4,love it,Positive,2025-10-02
REV0893,VWR1024,MOV060,4,THIS SHOW IS INSANE 🔥,Positive,2025-04-10
REV0894,VWR1015,MOV030,2,galaxy burn is the best thing ever 💯,Negative,2025-01-05
REV0895,VWR0807,MOV013,1,galaxy burn is the best thing ever 💯,Negative,2025-06-12
REV0896,VWR1201,MOV030,2,idk why people like this,Negative,2025-01-22
REV0897,VWR0141,MOV048,3,so good!,Neutral,2025-07-16
REV0898,VWR0999,MOV027,4,meh,Positive,2025-05-25
REV0899,VWR0080,MOV002,2,ending felt rushed tbh,Negative,2025-04-20
REV0900,VWR0904,MOV038,2,音楽 was good,Negative,2025-12-20
REV0901,VWR0606,MOV031,5,so good!,positive,2025-03-30
REV0902,VWR1035,MOV058,3,音楽 was good,Neutral,2025-12-14
REV0903,VWR0974,MOV021,2,so good!,Negative,2025-03-11
REV0904,VWR0936,MOV053,4,love it,Positive,2025-08-25
REV0905,VWR1354,MOV003,1,音楽 was good,Negative,2025-09-29
REV0906,VWR0918,MOV040,5,so good!,Positive,2025-07-01
REV0907,VWR1146,MOV043,2,terrible pacing ngl,Negative,2025-08-24
REV0908,VWR1218,MOV029,3,galaxy burn is the best thing ever 💯,Neutral,2025-07-09
REV0909,VWR0710,MOV023,4,meh,Positive,2025-01-13
REV0910,VWR0299,MOV021,4,why is the app crashing?,Positive,2025-06-04
REV0911,VWR0564,MOV011,3,so good!,Neutral,2025-03-17
REV0912,VWR0611,MOV034,2,so good!,negative,2025-10-19
REV0913,VWR0822,MOV056,5,why is the app crashing?,Positive,2025-06-03
REV0914,VWR1365,MOV005,4,why is the app crashing?,Positive,2025-04-05
REV0915,VWR0960,MOV002,2,subtitles broken again,Negative,2025-09-07
REV0916,VWR1020,MOV025,5,idk why people like this,positive,2025-06-15
REV0917,VWR0581,MOV028,4,galaxy burn is the best thing ever 💯,Positive,2025-03-25
REV0918,VWR0708,MOV027,1,so good!,Negative,2025-11-24
REV0919,VWR0545,MOV026,5,so good!,Positive,2025-10-12
REV0920,VWR0120,MOV001,1,so good!,negative,2025-12-28
REV0921,VWR1013,MOV024,1,ending felt rushed tbh,negative,2025-06-08
REV0922,VWR1400,MOV012,4,THIS SHOW IS INSANE 🔥,Positive,2025-02-03
REV0923,VWR1428,MOV007,3,#### temp ####,Neutral,2025-02-22
REV0924,VWR0291,MOV020,5,subtitles broken again,Positive,2025-01-30
REV0925,VWR0496,MOV027,2,idk why people like this,Negative,2025-04-01
REV0926,VWR0722,MOV045,3,subtitles broken again,Neutral,2025-02-02
REV0927,VWR1310,MOV037,1,galaxy burn is the best thing ever 💯,Negative,2025-04-01
REV0928,VWR0671,MOV003,1,galaxy burn is the best thing ever 💯,Negative,2025-06-13
REV0929,VWR1017,MOV002,1,音楽 was good,Negative,2025-01-12
REV0930,VWR0989,MOV030,1,ending felt rushed tbh,Negative,2025-09-22
REV0931,VWR1450,MOV044,1,idk why people like this,Negative,2025-09-20
REV0932,VWR1293,MOV030,2,THIS SHOW IS INSANE 🔥,Negative,2025-07-13
REV0933,VWR1160,MOV006,3,ERROR_EXPORT_ROW,Neutral,2025-09-21
REV0934,VWR0618,MOV004,3,terrible pacing ngl,Neutral,2025-09-08
REV0935,VWR1273,MOV004,3,so good!,Neutral,2025-12-18
REV0936,VWR0349,MOV049,4,love it,Positive,2025-05-04
REV0937,VWR0866,MOV011,4,so good!,Positive,2025-03-25
REV0938,VWR0579,MOV042,5,subtitles broken again,Positive,2025-04-21
REV0939,VWR1154,MOV050,1,ending felt rushed tbh,Negative,2025-02-08
REV0940,VWR1128,MOV005,3,meh,Neutral,2025-02-12
REV0941,VWR0621,MOV002,1,subtitles broken again,Negative,2025-11-18
REV0942,VWR0836,MOV042,1,so good!,Negative,2025-03-29
REV0943,VWR0587,MOV030,5,meh,Positive,2025-07-10
REV0944,VWR0986,MOV020,4,meh,Positive,2025-01-14
REV0945,VWR0560,MOV016,3,terrible pacing ngl,Neutral,2025-12-19
REV0946,VWR1477,MOV036,1,THIS SHOW IS INSANE 🔥,Negative,2025-03-07
REV0947,VWR0386,MOV024,2,so good!,negative,2025-07-28
REV0948,VWR0571,MOV027,3,subtitles broken again,Neutral,2025-06-19
REV0949,VWR0066,MOV026,3,so good!,Neutral,2025-12-08
REV0950,VWR0471,MOV029,5,ERROR_EXPORT_ROW,Positive,2025-09-12
REV0951,VWR0579,MOV027,5,THIS SHOW IS INSANE 🔥,Positive,2025-08-20
REV0952,VWR1072,MOV016,1,terrible pacing ngl,Negative,2025-02-27
REV0953,VWR0517,MOV044,5,terrible pacing ngl,Positive,2025-12-28
REV0954,VWR0471,MOV027,3,why is the app crashing?,Neutral,2025-01-06
REV0955,VWR1101,MOV020,2,idk why people like this,Negative,2025-12-31
REV0956,VWR1396,MOV013,2,meh,Negative,2025-05-28
REV0957,VWR1374,MOV013,1,ending felt rushed tbh,Negative,2025-08-31
REV0958,VWR1404,MOV051,3,terrible pacing ngl,Neutral,2025-07-14
REV0959,VWR0677,MOV025,3,,Neutral,2025-06-13
REV0960,VWR0811,MOV012,4,meh,Positive,2025-09-21
REV0961,VWR0186,MOV037,1,,Negative,2025-05-15
REV0962,VWR1490,MOV048,4,so good!,Positive,2025-08-20
REV0963,VWR1247,MOV033,4,so good!,Positive,2025-05-15
REV0964,VWR0184,MOV021,4,NaN,Positive,2025-04-19
REV0965,VWR0934,MOV054,3,ending felt rushed tbh,Neutral,2025-11-24
REV0966,VWR0938,MOV044,1,so good!,Negative,2025-09-30
REV0967,VWR0403,MOV005,4,terrible pacing ngl,Positive,2025-08-20
REV0968,VWR0610,MOV027,4,so good!,Positive,2025-12-21
REV0969,VWR1399,MOV046,1,,Negative,2025-11-25
REV0970,VWR1284,MOV007,5,galaxy burn is the best thing ever 💯,Positive,2025-07-02
REV0971,VWR1340,MOV049,2,terrible pacing ngl,Negative,2025-09-18
REV0972,VWR0492,MOV042,4,ending felt rushed tbh,Positive,2025-03-10
REV0973,VWR1115,MOV043,2,idk why people like this,Negative,2025-10-25
REV0974,VWR1006,MOV028,3,idk why people like this,Neutral,2025-09-17
REV0975,VWR1033,MOV011,2,THIS SHOW IS INSANE 🔥,Negative,2025-09-22
REV0976,VWR1373,MOV044,3,音楽 was good,Neutral,2025-08-28
REV0977,VWR0039,MOV026,4,why is the app crashing?,Positive,2025-07-03
REV0978,VWR0654,MOV051,5,terrible pacing ngl,Positive,2025-02-26
REV0979,VWR1154,MOV004,1,so good!,Negative,2025-10-13
REV0980,VWR1261,MOV054,3,galaxy burn is the best thing ever 💯,Neutral,2025-12-08
REV0981,VWR1275,MOV009,2,subtitles broken again,Negative,2025-07-19
REV0982,VWR1035,MOV044,3,love it,neutral,2025-09-24
REV0983,VWR1315,MOV013,3,idk why people like this,Neutral,2025-05-23
REV0984,VWR1022,MOV037,3,meh,Neutral,2025-06-09
REV0985,VWR1112,MOV028,1,love it,Negative,2025-08-29
REV0986,VWR0942,MOV019,1,音楽 was good,Negative,2025-02-06
REV0987,VWR0821,MOV030,3,THIS SHOW IS INSANE 🔥,Neutral,2025-12-01
REV0988,VWR1365,MOV053,2,ending felt rushed tbh,Negative,2025-02-23
REV0989,VWR0944,MOV030,4,why is the app crashing?,Positive,2025-07-01
REV0990,VWR0564,MOV027,2,so good!,Negative,2025-04-24
REV0991,VWR0642,MOV004,2,音楽 was good,Negative,2025-11-11
REV0992,VWR1254,MOV020,5,THIS SHOW IS INSANE 🔥,Positive,2025-05-01
REV0993,VWR1134,MOV057,5,音楽 was good,positive,2025-10-06
REV0994,VWR1457,MOV055,5,terrible pacing ngl,positive,2025-04-30
REV0995,VWR0878,MOV014,4,why is the app crashing?,Positive,2025-03-08
REV0996,VWR0928,MOV022,3,subtitles broken again,Neutral,2025-08-03
REV0997,VWR1300,MOV039,1,meh,Negative,2025-09-17
REV0998,VWR1232,MOV055,4,so good!,Positive,2025-11-14
REV0999,VWR0940,MOV025,3,ending felt rushed tbh,Neutral,2025-01-13
REV1000,VWR0697,MOV041,1,音楽 was good,Negative,2025-04-21
REV1001,VWR1409,MOV044,1,idk why people like this,Negative,2025-02-15
REV1002,VWR0313,MOV023,1,galaxy burn is the best thing ever 💯,negative,2025-08-19
REV1003,VWR0866,MOV006,3,ending felt rushed tbh,neutral,2025-08-03
REV1004,VWR0585,MOV040,2,THIS SHOW IS INSANE 🔥,Negative,2025-07-04
REV1005,VWR0052,MOV048,4,galaxy burn is the best thing ever 💯,Positive,2025-12-19
REV1006,VWR0784,MOV044,3,so good!,Neutral,2025-04-20
REV1007,VWR1075,MOV031,5,meh,Positive,2025-01-19
REV1008,VWR0252,MOV026,4,terrible pacing ngl,Positive,2025-08-01
REV1009,VWR1332,MOV030,4,meh,Positive,2025-09-21
REV1010,VWR1410,MOV045,3,terrible pacing ngl,Neutral,2025-04-06
REV1011,VWR0251,MOV044,1,THIS SHOW IS INSANE 🔥,Negative,2025-04-16
REV1012,VWR1082,MOV007,3,#### temp ####,Neutral,2025-05-10
REV1013,VWR1355,MOV042,2,love it,Negative,2025-04-23
REV1014,VWR0022,MOV029,4,so good!,Positive,2025-11-23
REV1015,VWR0186,MOV018,2,meh,Negative,2025-10-23
REV1016,VWR0368,MOV022,1,音楽 was good,negative,2025-07-27
REV1017,VWR0270,MOV040,3,ending felt rushed tbh,Neutral,2025-12-26
REV1018,VWR0030,MOV033,5,so good!,Positive,2025-06-19
REV1019,VWR0542,MOV027,3,so good!,Neutral,2025-07-10
REV1020,VWR0042,MOV030,2,,Negative,2025-10-03
REV1021,VWR0085,MOV014,1,why is the app crashing?,Negative,2025-08-31
REV1022,VWR0336,MOV052,3,so good!,Neutral,2025-11-28
REV1023,VWR0762,MOV060,3,,Neutral,2025-02-14
REV1024,VWR0611,MOV040,3,ending felt rushed tbh,Neutral,2025-05-03
REV1025,VWR0132,MOV003,2,subtitles broken again,Negative,2025-09-13
REV1026,VWR0935,MOV013,2,subtitles broken again,negative,2025-03-14
REV1027,VWR0742,MOV047,2,ending felt rushed tbh,Negative,2025-02-02
REV1028,VWR0537,MOV021,3,idk why people like this,Neutral,2025-09-29
REV1029,VWR1460,MOV016,2,terrible pacing ngl,Negative,2025-02-11
REV1030,VWR0117,MOV042,1,meh,Negative,2025-10-01
REV1031,VWR1172,MOV042,5,meh,Positive,2025-04-22
REV1032,VWR1141,MOV060,5,galaxy burn is the best thing ever 💯,Positive,2025-09-21
REV1033,VWR0046,MOV011,1,why is the app crashing?,Negative,2025-05-08
REV1034,VWR1323,MOV027,5,terrible pacing ngl,Positive,2025-09-22
REV1035,VWR0086,MOV058,2,idk why people like this,Negative,2025-03-27
REV1036,VWR1305,MOV034,4,meh,Positive,2025-08-21
REV1037,VWR0991,MOV034,2,ending felt rushed tbh,Negative,2025-01-06
REV1038,VWR0815,MOV005,2,idk why people like this,Negative,2025-08-22
REV1039,VWR0919,MOV047,3,galaxy burn is the best thing ever 💯,Neutral,2025-10-30
REV1040,VWR0971,MOV014,1,idk why people like this,Negative,2025-09-25
REV1041,VWR0835,MOV001,4,ending felt rushed tbh,Positive,2025-02-26
REV1042,VWR0879,MOV060,3,,Neutral,2025-01-12
REV1043,VWR0004,MOV026,3,subtitles broken again,Neutral,2025-03-19
REV1044,VWR0635,MOV056,1,love it,Negative,2025-02-27
REV1045,VWR0415,MOV053,5,,Positive,2025-07-26
REV1046,VWR0881,MOV045,2,THIS SHOW IS INSANE 🔥,Negative,2025-02-26
REV1047,VWR0495,MOV044,2,so good!,negative,2025-01-17
REV1048,VWR0291,MOV041,4,why is the app crashing?,Positive,2025-05-21
REV1049,VWR1466,MOV050,5,so good!,Positive,2025-08-27
REV1050,VWR0917,MOV015,2,terrible pacing ngl,Negative,2025-12-26
REV1051,VWR0475,MOV051,5,meh,Positive,2025-12-22
REV1052,VWR1115,MOV029,1,音楽 was good,Negative,2025-04-21
REV1053,VWR0970,MOV034,5,THIS SHOW IS INSANE 🔥,Positive,2025-04-27
REV1054,VWR1019,MOV053,2,idk why people like this,Negative,2025-09-22
REV1055,VWR1497,MOV004,5,idk why people like this,Positive,2025-01-03
REV1056,VWR1065,MOV039,3,,Neutral,2025-02-23
REV1057,VWR0258,MOV017,2,THIS SHOW IS INSANE 🔥,Negative,2025-08-16
REV1058,VWR1120,MOV004,3,meh,Neutral,2025-05-04
REV1059,VWR0382,MOV012,3,,Neutral,2025-07-18
REV1060,VWR1226,MOV001,1,meh,Negative,2025-02-14
REV1061,VWR0253,MOV050,5,音楽 was good,Positive,2025-06-19
REV1062,VWR0738,MOV041,2,subtitles broken again,Negative,2025-01-30
REV1063,VWR1406,MOV042,1,love it,Negative,2025-09-04
REV1064,VWR1348,MOV021,4,THIS SHOW IS INSANE 🔥,Positive,2025-11-11
REV1065,VWR1009,MOV017,5,THIS SHOW IS INSANE 🔥,Positive,2025-05-06
REV1066,VWR0634,MOV001,2,ending felt rushed tbh,Negative,2025-10-02
REV1067,VWR0287,MOV035,1,音楽 was good,Negative,2025-06-16
REV1068,VWR1367,MOV059,5,idk why people like this,Positive,2025-01-04
REV1069,VWR1076,MOV047,5,音楽 was good,Positive,2025-03-31
REV1070,VWR0450,MOV020,5,ending felt rushed tbh,Positive,2025-07-30
REV1071,VWR1356,MOV024,3,idk why people like this,Neutral,2025-04-10
REV1072,VWR1234,MOV043,2,subtitles broken again,Negative,2025-11-29
REV1073,VWR0452,MOV057,3,idk why people like this,neutral,2025-05-23
REV1074,VWR0413,MOV057,3,so good!,Neutral,2025-08-25
REV1075,VWR1403,MOV009,3,idk why people like this,Neutral,2025-08-26
REV1076,VWR0139,MOV002,1,THIS SHOW IS INSANE 🔥,Negative,2025-05-18
REV1077,VWR0060,MOV015,2,meh,Negative,2025-07-20
REV1078,VWR0043,MOV060,2,idk why people like this,Negative,2025-03-03
REV1079,VWR0904,MOV018,2,subtitles broken again,Negative,2025-08-14
REV1080,VWR1242,MOV022,1,love it,Negative,2025-07-14
REV1081,VWR1055,MOV059,1,音楽 was good,Negative,2025-01-13
REV1082,VWR0937,MOV047,4,idk why people like this,Positive,2025-07-06
REV1083,VWR0420,MOV001,3,why is the app crashing?,Neutral,2025-05-24
REV1084,VWR0116,MOV029,3,love it,Neutral,2025-08-26
REV1085,VWR0533,MOV031,4,音楽 was good,Positive,2025-11-24
REV1086,VWR0685,MOV019,1,THIS SHOW IS INSANE 🔥,Negative,2025-03-10
REV1087,VWR0561,MOV041,3,音楽 was good,Neutral,2025-12-06
REV1088,VWR0573,MOV006,4,THIS SHOW IS INSANE 🔥,Positive,2025-12-30
REV1089,VWR0705,MOV020,5,so good!,Positive,2025-05-25
REV1090,VWR0538,MOV059,2,galaxy burn is the best thing ever 💯,Negative,2025-09-08
REV1091,VWR0433,MOV055,3,meh,Neutral,2025-01-31
REV1092,VWR1139,MOV028,4,love it,Positive,2025-12-29
REV1093,VWR0923,MOV034,4,love it,Positive,2025-12-09
REV1094,VWR1251,MOV020,5,,Positive,2025-09-27
REV1095,VWR0737,MOV036,3,why is the app crashing?,Neutral,2025-06-05
REV1096,VWR0311,MOV032,4,ending felt rushed tbh,Positive,2025-09-17
REV1097,VWR0615,MOV053,5,idk why people like this,Positive,2025-06-30
REV1098,VWR1206,MOV001,4,音楽 was good,Positive,2025-07-15
REV1099,VWR0952,MOV023,4,terrible pacing ngl,Positive,2025-02-12
REV1100,VWR1251,MOV014,1,THIS SHOW IS INSANE 🔥,Negative,2025-02-25
REV1101,VWR1087,MOV050,1,galaxy burn is the best thing ever 💯,Negative,2025-04-18
REV1102,VWR0771,MOV028,4,THIS SHOW IS INSANE 🔥,Positive,2025-05-17
REV1103,VWR0701,MOV003,5,subtitles broken again,Positive,2025-06-14
REV1104,VWR0972,MOV053,2,idk why people like this,Negative,2025-05-22
REV1105,VWR0226,MOV043,5,音楽 was good,Positive,2025-01-13
REV1106,VWR0723,MOV026,3,terrible pacing ngl,Neutral,2025-03-27
REV1107,VWR0280,MOV017,3,galaxy burn is the best thing ever 💯,Neutral,2025-02-03
REV1108,VWR1030,MOV014,5,terrible pacing ngl,Positive,2025-03-01
REV1109,VWR1219,MOV019,4,terrible pacing ngl,Positive,2025-05-23
REV1110,VWR0646,MOV027,5,meh,Positive,2025-10-09
REV1111,VWR0229,MOV023,2,ending felt rushed tbh,Negative,2025-01-12
REV1112,VWR0771,MOV057,5,subtitles broken again,Positive,2025-06-21
REV1113,VWR0898,MOV014,2,galaxy burn is the best thing ever 💯,Negative,2025-01-11
